rank,player_name,nation,position,squad,competition,age,birth_year,matches_played,starts,minutes,nineties_played,goals,assists,goals_assists,goals_minus_pk,penalty_goals,penalty_attempts,yellow_cards,red_cards,expected_goals,non_penalty_xg,expected_assists,npxg_plus_xag,progressive_carries,progressive_passes,progressive_receives,goals_assists_minus_pk,xg_plus_xag,MP,Starts,Min,season,table_type,processed_at
568,Tyrhys Dolan,ENG,"FW,MF",Espanyol,La Liga,0.0,2001.0,0,0,0,6.3,0,1,1,0,0,0,0,0,0.4,0.4,1.6,2.0,28,13,40,0.16,0.33,8,7,566.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
569,Marc Domenech,ESP,"FW,MF",Mallorca,La Liga,0.0,2006.0,0,0,0,2.3,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,1,4,17,0.44,0.22,6,2,206.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
570,Benjamín Domínguez,ARG,"FW,MF",Bologna,Serie A,0.0,2003.0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.4,3,3,9,0.0,0.44,2,1,74.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
571,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,0.0,2001.0,0,0,0,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,8,0,0.0,0.02,4,4,360.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
572,Nicolás Domínguez,ARG,MF,Nott'ham Forest,Premier League,0.0,1998.0,0,0,0,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,1,1,45.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
573,Jean-Luc Dompé,FRA,FW,Hamburger SV,Bundesliga,0.0,1995.0,0,0,0,3.1,1,0,1,1,0,0,0,0,0.5,0.5,0.5,1.1,13,9,22,0.32,0.34,5,3,282.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
574,John Donald,ESP,"MF,DF",Elche,La Liga,0.0,2000.0,0,0,0,1.8,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,1,5,3,0.56,0.18,5,2,161.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
575,Gianluigi Donnarumma,ITA,GK,Manchester City,Premier League,0.0,1999.0,0,0,0,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,4,4,360.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
576,Patrick Dorgu,DEN,DF,Manchester Utd,Premier League,0.0,2004.0,0,0,0,5.2,0,1,1,0,0,0,2,0,0.2,0.2,0.8,1.1,17,7,41,0.19,0.21,6,5,471.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
577,Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,0.0,1998.0,0,0,0,4.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,19,6,0.0,0.05,5,5,369.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
578,Lohann Doucet,FRA,MF,Paris FC,Ligue 1,0.0,2002.0,0,0,0,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,9,0,0.0,0.1,2,1,82.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
579,Fodé Doucouré,MLI,"MF,FW",Le Havre,Ligue 1,0.0,2001.0,0,0,0,4.0,2,0,2,2,0,0,0,0,1.1,1.1,1.4,2.5,5,12,31,0.49,0.62,7,4,364.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
580,Désiré Doué,FRA,"FW,MF",Paris S-G,Ligue 1,0.0,2005.0,0,0,0,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,14,10,22,0.0,0.25,3,2,168.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
581,Guela Doué,CIV,DF,Strasbourg,Ligue 1,0.0,2002.0,0,0,0,2.3,1,1,2,1,0,0,0,0,1.0,1.0,0.9,1.9,8,17,3,0.89,0.84,3,2,203.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
582,Ismaël Doukouré,FRA,"DF,MF",Strasbourg,Ligue 1,0.0,2003.0,0,0,0,5.5,0,1,1,0,0,0,2,0,0.2,0.2,0.5,0.7,6,23,3,0.18,0.12,6,6,495.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
583,Kamory Doumbia,MLI,MF,Brest,Ligue 1,0.0,2003.0,0,0,0,6.2,2,1,3,2,0,0,1,0,1.4,1.4,0.7,2.1,10,25,19,0.48,0.33,7,7,560.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
584,Anastasios Douvikas,GRE,FW,Como,Serie A,0.0,1999.0,0,0,0,3.2,1,0,1,1,0,0,0,0,0.9,0.9,0.4,1.2,4,9,16,0.31,0.38,6,4,291.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
585,Artem Dovbyk,UKR,FW,Roma,Serie A,0.0,1997.0,0,0,0,2.0,1,1,2,1,0,0,0,0,1.5,1.5,0.2,1.6,2,3,11,1.02,0.83,5,2,177.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
586,Max Dowman,ENG,FW,Arsenal,Premier League,0.0,2009.0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,0,6,0.0,0.43,2,0,29.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
587,Domingos Duarte,POR,DF,Getafe,La Liga,0.0,1995.0,0,0,0,5.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,8,0,0.0,0.06,6,6,495.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
588,Martin Dúbravka,SVK,GK,Burnley,Premier League,0.0,1989.0,0,0,0,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,7,7,630.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
589,Denzel Dumfries,NED,DF,Inter,Serie A,0.0,1996.0,0,0,0,4.3,1,0,1,1,0,0,0,0,1.0,1.0,0.8,1.8,8,9,45,0.23,0.41,6,5,390.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
590,Lewis Dunk,ENG,DF,Brighton,Premier League,0.0,1991.0,0,0,0,7.0,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.4,2,22,1,0.0,0.05,7,7,630.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
591,Pablo Durán,ESP,"FW,MF",Celta Vigo,La Liga,0.0,2001.0,0,0,0,3.6,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,2,10,26,0.0,0.16,7,4,327.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
592,Hugo Duro,ESP,FW,Valencia,La Liga,0.0,1999.0,0,0,0,4.8,3,0,3,3,0,0,0,0,1.9,1.9,0.3,2.2,3,6,22,0.63,0.47,8,5,430.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
593,Paulo Dybala,ARG,"FW,MF",Roma,Serie A,0.0,1993.0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,5,10,17,0.0,0.42,4,1,139.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
594,Edin Džeko,BIH,FW,Fiorentina,Serie A,0.0,1986.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,3,6,0.0,0.16,5,1,93.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
595,Adam Dźwigała,POL,DF,St. Pauli,Bundesliga,0.0,1995.0,0,0,0,3.7,1,0,1,1,0,0,2,0,0.0,0.0,0.0,0.0,2,11,3,0.27,0.01,5,4,335.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
596,Aron Dønnum,NOR,"MF,FW",Toulouse,Ligue 1,0.0,1998.0,0,0,0,7.0,1,1,2,0,1,1,4,0,1.5,0.7,1.2,1.9,18,40,36,0.14,0.38,7,7,630.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
597,Simon Ebonog,CMR,MF,Le Havre,Ligue 1,0.0,2004.0,0,0,0,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,6,3,0.0,0.01,6,3,221.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
598,Enzo Ebosse,CMR,DF,Hellas Verona,Serie A,0.0,1999.0,0,0,0,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,2,1,54.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
599,Claudio Echeverri,ARG,"MF,FW",Leverkusen,Bundesliga,0.0,2006.0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,2,0.0,0.11,3,0,52.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
600,Éderson,BRA,MF,Atalanta,Serie A,0.0,1999.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,11,4,0.0,0.02,2,1,93.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
601,Noah Edjouma,FRA,"FW,MF",Toulouse,Ligue 1,0.0,2005.0,0,0,0,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,10,3,16,0.0,0.22,5,2,175.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
602,Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,0.0,1998.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,0,3.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
603,Odsonne Édouard,FRA,FW,Lens,Ligue 1,0.0,1998.0,0,0,0,2.1,1,0,1,1,0,0,1,0,1.1,1.1,0.4,1.5,5,5,9,0.48,0.71,4,3,187.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
604,Marcus Edwards,ENG,FW,Burnley,Premier League,0.0,1998.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,0,6.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
605,CJ Egan-Riley,ENG,DF,Marseille,Ligue 1,0.0,2003.0,0,0,0,2.3,0,0,0,0,0,0,0,1,0.0,0.0,0.7,0.7,2,13,2,0.0,0.31,3,3,208.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
606,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,0.0,1996.0,0,0,0,6.0,1,0,1,1,0,0,0,0,0.4,0.4,0.5,0.9,2,23,3,0.17,0.15,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
607,Kingsley Ehizibue,NED,DF,Udinese,Serie A,0.0,1995.0,0,0,0,4.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,6,7,15,0.0,0.03,6,4,367.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
608,Ovie Ejaria,ENG,MF,Oviedo,La Liga,0.0,1997.0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,2,5,0.0,0.1,3,1,96.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
609,Chidera Ejuke,NGA,"FW,MF",Sevilla,La Liga,0.0,1998.0,0,0,0,2.0,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,4,8,23,0.49,0.42,5,3,183.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
610,Hjalmar Ekdal,SWE,DF,Burnley,Premier League,0.0,1998.0,0,0,0,5.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,6,0,0.0,0.06,6,6,532.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
611,Jeff Ekhator,ITA,"FW,DF",Genoa,Serie A,0.0,2006.0,0,0,0,1.6,1,0,1,1,0,0,1,0,0.7,0.7,0.1,0.8,1,2,12,0.62,0.47,6,1,145.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
612,Hugo Ekitike,FRA,FW,Liverpool,Premier League,0.0,2002.0,0,0,0,4.2,3,1,4,3,0,0,0,0,1.9,1.9,0.3,2.2,7,9,21,0.94,0.51,6,5,382.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
613,Jurgen Ekkelenkamp,NED,"MF,DF",Udinese,Serie A,0.0,2000.0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.0,0.02,3,1,103.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
614,Jacques Ekomie,GAB,DF,Angers,Ligue 1,0.0,2003.0,0,0,0,5.1,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,16,15,20,0.0,0.15,7,5,459.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
615,Caleb Ekuban,GHA,"FW,MF",Genoa,Serie A,0.0,1994.0,0,0,0,1.4,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.6,5,2,7,0.73,0.41,5,0,123.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
616,Anthony Elanga,SWE,"FW,MF",Newcastle Utd,Premier League,0.0,2002.0,0,0,0,3.7,0,0,0,0,0,0,0,0,0.6,0.6,0.5,1.1,14,6,44,0.0,0.29,7,3,329.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
617,Daniel Elfadli,LBY,DF,Hamburger SV,Bundesliga,0.0,1997.0,0,0,0,5.3,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,4,6,0,0.0,0.05,6,5,479.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
618,Unai Elgezabal,ESP,DF,Levante,La Liga,0.0,1993.0,0,0,0,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,8,1,0.0,0.03,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
619,Mikael Ellertsson,ISL,"FW,DF",Genoa,Serie A,0.0,2002.0,0,0,0,4.8,1,0,1,1,0,0,0,0,1.2,1.2,0.3,1.5,10,8,16,0.21,0.31,6,5,434.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
620,Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,0.0,2003.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1,0,1.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
621,Harvey Elliott,ENG,"MF,FW",Aston Villa,Premier League,0.0,2003.0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,5,11,0.0,0.17,3,1,98.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
622,Elif Elmas,MKD,MF,Napoli,Serie A,0.0,1999.0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,5,10,0.0,0.4,3,1,98.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
623,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,0.0,1994.0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.0,0.0,3,1,95.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
624,Nico Elvedi,SUI,DF,Gladbach,Bundesliga,0.0,1996.0,0,0,0,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,9,28,2,0.0,0.01,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
625,Breel Embolo,SUI,FW,Rennes,Ligue 1,0.0,1997.0,0,0,0,3.1,1,0,1,1,0,0,0,0,0.9,0.9,0.1,1.0,2,3,14,0.32,0.31,4,4,282.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
626,Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,0.0,2003.0,0,0,0,2.5,2,2,4,2,0,0,2,0,2.4,2.4,1.2,3.5,3,1,5,1.59,1.39,4,2,227.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
627,Emersonn,BRA,FW,Toulouse,Ligue 1,0.0,2004.0,0,0,0,1.1,1,0,1,1,0,0,0,0,1.2,1.2,0.0,1.2,0,2,6,0.9,1.11,3,1,100.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
628,Julio Enciso,PAR,MF,Strasbourg,Ligue 1,0.0,2004.0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.0,0.15,1,0,19.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
629,Wataru Endo,JPN,"MF,DF",Liverpool,Premier League,0.0,1993.0,0,0,0,0.4,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,2,1,0,2.31,0.25,4,0,39.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
630,Yannik Engelhardt,GER,MF,Gladbach,Bundesliga,0.0,2001.0,0,0,0,3.3,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,4,8,3,0.3,0.16,4,3,301.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
631,Christian Eriksen,DEN,MF,Wolfsburg,Bundesliga,0.0,1992.0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,2,5,4,0.0,0.6,3,0,97.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
632,Aarón Escandell,ESP,GK,Oviedo,La Liga,0.0,1995.0,0,0,0,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,8,8,720.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
633,Carlos Espí,ESP,FW,Levante,La Liga,0.0,2005.0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,2,0,23.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
634,Alfonso Espino,URU,"DF,FW",Rayo Vallecano,La Liga,0.0,1992.0,0,0,0,1.2,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.5,3,4,9,0.86,0.4,5,1,105.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
635,Francesco Esposito,ITA,FW,Inter,Serie A,0.0,2005.0,0,0,0,1.7,1,0,1,1,0,0,0,0,1.2,1.2,0.1,1.3,0,4,14,0.58,0.76,4,1,156.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
636,Sebastiano Esposito,ITA,"FW,MF",Cagliari,Serie A,0.0,2002.0,0,0,0,4.8,0,0,0,0,0,0,2,0,0.3,0.3,0.5,0.8,3,22,18,0.0,0.17,6,6,429.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
637,Romain Esse,ENG,FW,Crystal Palace,Premier League,0.0,2005.0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.0,0.0,1,0,25.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
638,Samuel Essende,COD,FW,Augsburg,Bundesliga,0.0,1998.0,0,0,0,1.6,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,4,3,10,0.61,0.29,3,1,147.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
639,Marco Esteban,ESP,DF,Oviedo,La Liga,0.0,2006.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,0,45.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
640,Maxime Estève,FRA,DF,Burnley,Premier League,0.0,2002.0,0,0,0,6.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,16,0,0.0,0.04,7,7,621.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
641,Nahuel Estévez,ARG,MF,Parma,Serie A,0.0,1995.0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,4,1,0.0,0.52,5,0,32.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
642,Pervis Estupiñán,ECU,DF,Milan,Serie A,0.0,1998.0,0,0,0,4.1,0,1,1,0,0,0,1,1,0.1,0.1,0.8,0.9,5,16,19,0.24,0.22,5,5,371.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
643,Karl Etta Eyong,CMR,FW,Villarreal,La Liga,0.0,2003.0,0,0,0,2.8,1,2,3,1,0,0,0,0,0.9,0.9,0.7,1.7,3,4,10,1.05,0.59,3,3,256.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
644,Karl Etta Eyong,CMR,FW,Levante,La Liga,0.0,2003.0,0,0,0,4.2,4,1,5,4,0,0,1,0,3.3,3.3,0.5,3.8,1,3,17,1.18,0.9,5,5,381.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
645,Evanilson,BRA,FW,Bournemouth,Premier League,0.0,1999.0,0,0,0,6.8,1,0,1,1,0,0,1,0,1.3,1.3,0.8,2.0,4,7,21,0.15,0.3,7,7,616.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
646,Edu Expósito,ESP,MF,Espanyol,La Liga,0.0,1996.0,0,0,0,5.5,0,2,2,0,0,0,2,0,0.5,0.5,2.4,2.9,15,48,22,0.36,0.53,7,6,495.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
647,Eberechi Eze,ENG,"MF,FW",Arsenal,Premier League,0.0,1998.0,0,0,0,3.5,0,2,2,0,0,0,0,0,1.1,1.1,0.7,1.8,9,18,21,0.58,0.51,5,3,312.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
648,Eberechi Eze,ENG,MF,Crystal Palace,Premier League,0.0,1998.0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,2,0.0,0.26,1,1,83.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
649,Abde Ezzalzouli,MAR,FW,Betis,La Liga,0.0,2001.0,0,0,0,2.8,2,1,3,2,0,0,0,0,1.5,1.5,1.2,2.7,16,5,29,1.06,0.97,4,3,254.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
650,Giovanni Fabbian,ITA,MF,Bologna,Serie A,0.0,2003.0,0,0,0,2.8,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,9,7,0.0,0.14,5,3,248.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
651,Alieu Fadera,GAM,"FW,MF",Sassuolo,Serie A,0.0,2001.0,0,0,0,1.7,1,1,2,1,0,0,0,0,0.8,0.8,0.3,1.1,10,2,14,1.16,0.64,6,0,155.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
652,Nicolò Fagioli,ITA,MF,Fiorentina,Serie A,0.0,2001.0,0,0,0,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,12,1,0.0,0.03,4,2,228.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
653,Omar Falah,ESP,"DF,MF",Oviedo,La Liga,0.0,2003.0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,1,0,14.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
654,Wladimiro Falcone,ITA,GK,Lecce,Serie A,0.0,1995.0,0,0,0,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,6,6,540.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
655,Ansu Fati,ESP,"MF,FW",Monaco,Ligue 1,0.0,2002.0,0,0,0,1.8,5,0,5,2,3,3,0,0,3.4,1.0,0.5,1.5,2,6,8,1.12,2.18,3,1,161.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
656,Abdoulaye Faye,SEN,DF,Lorient,Ligue 1,0.0,2004.0,0,0,0,5.4,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,1,16,1,0.0,0.04,6,5,483.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
657,Jacopo Fazzini,ITA,MF,Fiorentina,Serie A,0.0,2003.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,7,18,11,0.0,0.28,6,3,266.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
658,Aleix Febas,ESP,MF,Elche,La Liga,0.0,1996.0,0,0,0,8.0,0,0,0,0,0,0,1,0,0.5,0.5,0.4,0.9,35,57,25,0.0,0.11,8,8,720.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
659,Mattia Felici,ITA,"MF,DF",Cagliari,Serie A,0.0,2001.0,0,0,0,1.4,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,6,2,8,0.71,0.19,4,1,126.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
660,Luiz Felipe,ITA,DF,Rayo Vallecano,La Liga,0.0,1997.0,0,0,0,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,3,0,0.0,0.03,4,4,219.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
661,Robin Fellhauer,GER,"DF,MF",Augsburg,Bundesliga,0.0,1998.0,0,0,0,4.6,1,1,2,1,0,0,1,0,0.4,0.4,0.4,0.8,4,12,18,0.43,0.18,6,4,415.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
662,Kiko Femenía,ESP,"DF,FW",Getafe,La Liga,0.0,1991.0,0,0,0,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,10,17,0.0,0.02,5,4,381.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
663,Evan Ferguson,IRL,FW,Roma,Serie A,0.0,2004.0,0,0,0,3.2,0,1,1,0,0,0,1,0,0.5,0.5,1.1,1.6,7,2,27,0.31,0.51,5,3,286.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
664,Lewis Ferguson,SCO,MF,Bologna,Serie A,0.0,1999.0,0,0,0,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,13,3,0.0,0.1,3,2,199.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
665,Bruno Fernandes,POR,MF,Manchester Utd,Premier League,0.0,1994.0,0,0,0,7.0,2,0,2,1,1,3,2,0,3.7,1.3,1.6,3.0,12,61,21,0.14,0.77,7,7,626.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
666,Mateus Fernandes,POR,"MF,FW",West Ham,Premier League,0.0,2004.0,0,0,0,4.4,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,6,12,6,0.0,0.15,5,5,398.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
667,Enzo Fernández,ARG,MF,Chelsea,Premier League,0.0,2001.0,0,0,0,6.9,3,1,4,2,1,1,1,0,3.7,3.0,0.8,3.8,9,44,27,0.44,0.66,7,7,618.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
668,Ezequiél Fernández,ARG,MF,Leverkusen,Bundesliga,0.0,2002.0,0,0,0,1.6,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,0,5,5,0.0,0.05,3,1,141.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
669,Manu Fernández,ESP,DF,Celta Vigo,La Liga,0.0,2001.0,0,0,0,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,23,0,0.0,0.01,5,4,330.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
670,Pedro Fernandez,ESP,MF,Barcelona,La Liga,0.0,2008.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,3,0.0,0.12,1,1,45.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
671,Pelayo Fernandez,ESP,DF,Rayo Vallecano,La Liga,0.0,2003.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.07,1,0,45.0,2025-2026,stats_standard,2025-10-18 04:36:53.322541
